"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"523","cc","Care received","Care received","You do not put your patients first. You make negligent mistakes. You make detrimental decisions on behalf of patients in the name of best interests when the only interests being served are your own. Steven was a poor leader and Roger is only marginally better. The clinical lead nurses are equally awful. There are a few well meaning and hard working nurses but on the whole they are a drop in what is a dysfunctional, unhelpful and chaotic team. They have lost lives and will continue to do so under current management and staffing.",-4,"Trust A","Trust A - Q1",592,-0.838
"524","sa","Staff","Attitude Of Staff","My psychiatrist refuses to refer me for an autism assessment based on being able to make eye contact. Despite my son's autism paediatrician suggesting it strongly. It took me having voices telling me to castrate my psychiatrist to get the meds I needed. My psychiatrist keeps trying to discharge me too, despite ongoing issues.",-4,"Trust A","Trust A - Q1",593,0.273
"525","mi","Communication","Amount/clarity of information","Still don't understand what is going to happen and very anxious about having medication changed.",-3,"Trust A","Trust A - Q1",594,-0.317
"526","cc","Care received","Care received","Telephone service extremely poor.",-4,"Trust A","Trust A - Q1",595,-0.526
"527","cr","Care received","Rules/approach to care","Due to COVID it had to be by telephone which I totally understand, face to face would have been better for me.",-2,"Trust A","Trust A - Q1",596,0.44
"528","ml","Communication","Listening","Listen a bit more to people and not have to go through the impersonal phone system.",-3,"Trust A","Trust A - Q1",597,-0.318
"529","cr","Care received","Rules/approach to care","Crisis need to stop asking to phone you back when you are in crisis.",-3,"Trust A","Trust A - Q1",598,-0.886
"530","mm","Communication","Communication","You cancelled my appointment twice without telling me. It's been nearly two months and I still haven't been seen. I feel very neglected by this service.",-4,"Trust A","Trust A - Q1",599,-0.69
"531","mm","Communication","Communication","If Roger hadn't phoned me I wouldn't have known what was happening and also it wasn't clear who Zoe was from my letter.",-2,"Trust A","Trust A - Q1",600,-0.292
"532","cc","Care received","Care received","'Our staff have the skills to help you to cope with periods of severe mental illness and work on your personal path of recovery'. The more accurate wording should be, we are so short staffed we discharge you leaving you feeling worse than when we first started seeing you whilst not being able to offer any further support. Sometimes longer term care plans will be put in place (should say we like to discharge you without any care plans or long term support as we don't have the staff and really don't care) we help to discharge service users back to the care of their GP once a stable period of recovery is achieved (should say we discharge you back to your GP in a more unstable state with no support). After experiencing this team, I can honestly say if was such an awful and distressing experience. They talk to you in such a condescending way, trying to pretend to be interested, when they clearly aren't. I didn't feel listened to or supported at all. I really don't see the point of this team as they certainly don't offer any support in the community. Hardly surprising they  have been classed as requires improvement. I would not recommend them to anyone. If you need support please use talking therapies. This is a much more supportive service.",-4,"Trust A","Trust A - Q1",601,0.909
"533","xn","Couldn't be improved","Nothing to improve","I don't think they could have done any more.",3,"Trust A","Trust A - Q1",602,0
"534","mm","Communication","Communication","Advertise the fact that you are there, and the support you are able to provide, so others can benefit as mum did.",-3,"Trust A","Trust A - Q1",603,0.715
"535","sp","Staff","Professionalism/Competence Of Staff","Listen to patients. Don't discharge too early as it just leads to a severe decline. Treat patients as individuals, not as a number. Show compassion and empathy. Change the way you ask questions, as the tone used is so condescending. Medication is not the solution as it just masks the issues. Combine with timely therapy and support. Don't threaten or bully patients into doing things they don't want to. Stop talking about your colleagues in a negative way to patients. It is unprofessional and you are supposed to all be working together, not in competition with your experience and views.",-4,"Trust A","Trust A - Q1",604,0.272
"536","ss","Staff","Staff: General","CPNs and duty workers were not good to deal with. Always felt worse after any conversation with them. I found their methods to be quite intimidating and forceful and of no benefit at all.",-4,"Trust A","Trust A - Q1",605,-0.88
"537","cc","Care received","Care received","Actually help people in a crisis, rather than just ask a duty worker to ring patient back the next day. This is not helpful. Sometimes it takes so long for anyone to answer the phone. Don't quite understand what this team do.",-4,"Trust A","Trust A - Q1",606,-0.576
"538","sa","Staff","Attitude Of Staff","If a CPN is making calls from home, it is polite not to ask patients to hold on while they speak to a family member. I found this quite rude and felt unimportant. If you have other things to do, and are easily distracted don't bother ringing. Focus on your job and the patient you have called.",-4,"Trust A","Trust A - Q1",607,-0.551
"539","cr","Care received","Rules/approach to care","In an ideal world, it would be nice to have face to face treatment, but obviously this is not possible at the moment.",-2,"Trust A","Trust A - Q1",608,0.477
"540","aa","Access","General","Accept a patient who has been diagnosed with complex PTSD, who has no means of paying a private psychiatrist, to be seen by an NHS psychiatrist. Her referrals have been refused 4 times by the mental health team! She has fortunately survived 2 suicide attempts in the last year! We need some clarification on what the criteria is for someone to have access to a psychiatrist?",-4,"Trust A","Trust A - Q1",611,-0.555
"541","mm","Communication","Communication","When a member of the crisis team leave a voicemail to call then back it would be helpful if they left their name.",-3,"Trust A","Trust A - Q1",612,-0.361
"542","ml","Communication","Listening","Listen to the patients more, and let them know what's happening about their care.
I felt, as I was locked away and wasn't getting any feed back from my named nurse, and the only person that would talk to me was the staff that were on the floor, if I went to the office they wouldn't speak to me as they were too busy to talk to me.",-3,"Trust A","Trust A - Q1",613,0.494
"543","ee","Environment/ facilities","Environment/ facilities","The ward need to look at putting a room somewhere on the ward, for very noisy patients as I've had no sleep for the last few days due to very poorly patient. I like my own space and even though I have my own room, the quietness isn't always possible when there are poorly patients on the ward. My family are too far away, and not visiting due to COVID, as they were shielding. My legs have caused me a lot of pain, that's why I haven't done many things on the ward.",-3,"Trust A","Trust A - Q1",614,-0.611
"544","xn","Couldn't be improved","Nothing to improve","Can't think of anything, because the service is so good.",3,"Trust A","Trust A - Q1",615,0.493
"545","tc","Transition/coordination","Consistency/Continuity of care","Our present practioner is on holiday for 2 weeks, which I've not got a problem with, as she's entitled to take her holidays. But my son needs consistency, which has been a huge problem in the past (different practioner). So perhaps cover in special cases such as ours, if staff go off sick or take annual leave.",-3,"Trust A","Trust A - Q1",617,0.257
"546","ca","Care received","Activities","Few more activities, such as physical activity.",-2,"Trust A","Trust A - Q1",618,0
"547","eq","Environment/ facilities","Facilities/equipment","Pool table to be put in the main communal area, as well as DVD's. Lino in the games room with a table, so you can do painting and colouring in that room.",-3,"Trust A","Trust A - Q1",619,0.273
"548","cr","Care received","Rules/approach to care","Mixed wards, and cigarette breaks, and air breaks for all from the start.",-3,"Trust A","Trust A - Q1",620,0
"549","xn","Couldn't be improved","Nothing to improve","Nothing, the experience was good.",3,"Trust A","Trust A - Q1",621,0.44
"550","xn","Couldn't be improved","Nothing to improve","Nothing really.",3,"Trust A","Trust A - Q1",622,0
"551","xn","Couldn't be improved","Nothing to improve","Not much.",3,"Trust A","Trust A - Q1",623,0
"552","xn","Couldn't be improved","Nothing to improve","Nothing, the staff were lovely.",3,"Trust A","Trust A - Q1",624,0.586
"553","cc","Care received","Care received","Give a count down before putting it in.",-3,"Trust A","Trust A - Q1",626,0
"554","xn","Couldn't be improved","Nothing to improve","Nothing very happy with the service.",3,"Trust A","Trust A - Q1",628,-0.496
"555","xn","Couldn't be improved","Nothing to improve","Nothing it was good.",3,"Trust A","Trust A - Q1",629,-0.341
"556","ap","Access","Provision of services","See me again to give me more advice.",-3,"Trust A","Trust A - Q1",630,0
"557","cs","Care received","Advice and support","As a first time Mum I would have really appreciated help and guidance when started weaning.",-3,"Trust A","Trust A - Q1",631,0.763
"558","ap","Access","Provision of services","Longer sessions.",-2,"Trust A","Trust A - Q1",632,0
"559","xn","Couldn't be improved","Nothing to improve","For me no.",3,"Trust A","Trust A - Q1",633,-0.296
"560","xn","Couldn't be improved","Nothing to improve","Not really, its all good.",3,"Trust A","Trust A - Q1",634,0.488
"561","xn","Couldn't be improved","Nothing to improve","I cannot think of how such excellence can be bettered.",3,"Trust A","Trust A - Q1",635,0.625
"562","wa","Access","Time spent waiting for first appt/referral/service","Waiting for a one to one meeting when it is possible. I had one 7 years ago.",-3,"Trust A","Trust A - Q1",636,0
"563","xm","Miscellaneous","Miscellaneous","I asked for the initial questionnaire to be issued through post, but it did not arrive despite being told it had been sent twice.",-2,"Trust A","Trust A - Q1",637,0
"564","wa","Access","Time spent waiting for first appt/referral/service","Waiting list, but understand with mental health.",-3,"Trust A","Trust A - Q1",638,0
"565","ap","Access","Provision of services","The phone call helped a bit but now I don't know if there is anyone else for me to talk to when I need help.",-3,"Trust A","Trust A - Q1",639,0.55
"566","wa","Access","Time spent waiting for first appt/referral/service","As to the above questions I cannot remember being asked which option I would prefer, Only being told there was an 8 week waiting list. Sorry if I ticked wrong answers.",-1,"Trust A","Trust A - Q1",640,-0.735
"567","cr","Care received","Rules/approach to care","I obviously understand all the restraints due to COVID but it was very difficulty to do an assessment over the phone for my mum.",-3,"Trust A","Trust A - Q1",641,-0.548
"568","cr","Care received","Rules/approach to care","Obviously in the current situation, a phone call is the only option, but ideally a face-to-face option would be preferable, as I feel that it is more difficult to relate to a voice on a phone.",-3,"Trust A","Trust A - Q1",642,0.003
"569","cs","Care received","Advice and support","Just not happy with how much support there is out there to be quite honest.",-3,"Trust A","Trust A - Q1",644,0.51
"570","mi","Communication","Amount/clarity of information","There were a few admin issues meaning I couldn't get the information needed but my therapist made sure that I was able to get it eventually.",-2,"Trust A","Trust A - Q1",645,0.45
"571","ce","Care received","Emotional care","Too many sessions dragging my whole life history before me. Filling in that form too many times - which is one of the things I get anxious about. Kept trying to get me download stuff I couldn't on my new smartphone - this made me anxious before appointments.",-3,"Trust A","Trust A - Q1",647,-0.459
"572","ml","Communication","Listening","Sorry I didn't feel I got listened to and after telling what I got done for I felt she changed. In all I don't think this all helped me. Sorry.",-3,"Trust A","Trust A - Q1",648,-0.153
"573","da","Dignity","Respect For Diversity/ Person-Centeredness","What was the need to racially abuse me in a travesty of imbroglio, humiliating and difficulty to understand situation. Breaking open my front door just to handcuff me and bundle me in a police custody van in public. I was still able to talk, walk etc, and was actually having a shower when my door was broken into NMC cod of conduct, empathy, dignity privacy all unobserved, tarnishing my image in public.",-4,"Trust A","Trust A - Q1",650,-0.917
"574","mm","Communication","Communication","Contact from the service has been very bad. During my diagnostic appointment with the Dr, he told me he would refer me to the medication team and they would be in touch, but I haven't had any contact with them 4 months later. I understand there is a high demand and a waiting list, but it would be curteous and beneficial to have had some correspondence (email/letter) confirming that I had been referred, and an estimated waiting time for an appointment. I had to phone the service to confirm I had been referred and find out the waiting time, but it is very difficult to get through to someone on the phone. I have found, I often have to phone multiple times a day/across several days to get through, often the phone just rings out. I am currently in complete limbo. Apparently under the care of the service, but without any knowledge, or way of knowing when I might get to access that care.",-3,"Trust A","Trust A - Q1",651,0.766
"575","cr","Care received","Rules/approach to care","In order to move things along, and avoid periods of silence after a question has been posed, ask individuals to attempt an answer rather, than have one or two participants dominating the answers.",-3,"Trust A","Trust A - Q1",652,-0.527
"576","da","Dignity","Respect For Diversity/ Person-Centeredness","You could not misgender patients. I told the cognitive behavioural therapist that I'm transgender and he misgendered me in a follow-up letter to me and my neurologist. Inappropriate behaviour, as I informed him I'm a trans man, he continued to refer to me as ""she"".",-4,"Trust A","Trust A - Q1",653,0
"577","mm","Communication","Communication","The only issue really, was the connectivity on line.",-1,"Trust A","Trust A - Q1",654,0
"578","aa","Access","General","Phoning to make an appointment for a blood test. Phone constantly being picked up and cut off without any answer or response. Called multiple times and no response. I obtained access to an appointment by using another health centre to book appointment, putting additional pressure on that service without any problems at all. Serious issues noted from reviews online by service users about highcroft surgery's communication and answering the phone. I have not had to deal with this surgery before, and am appalled at the service level provided.",-4,"Trust A","Trust A - Q1",656,-0.761
"579","co","Care received","1-2-1 care/Time spent with service user","Talk to us more, and put positive thoughts in our heads.",-3,"Trust A","Trust A - Q1",657,0.595
"580","ef","Environment/ facilities","Food","8pm night time sandwiches. Smart TVs. Newest console. Less people in rooms.",-2,"Trust A","Trust A - Q1",658,0.402
"581","mi","Communication","Amount/clarity of information","More information from the nurses about my discharge.",-3,"Trust A","Trust A - Q1",660,0
"582","xn","Couldn't be improved","Nothing to improve","Nothing in my opinion.",3,"Trust A","Trust A - Q1",661,0
"583","co","Care received","1-2-1 care/Time spent with service user","Staff are never around, always too busy.",-3,"Trust A","Trust A - Q1",662,0
"584","xn","Couldn't be improved","Nothing to improve","For me nothing.",3,"Trust A","Trust A - Q1",664,0
"585","cr","Care received","Rules/approach to care","Avoid stressing people. Do not break open my doors like you did. Do not force hospital detentions. Do not bring police to handcuff me and parade me on on streets in handcuffs, for no reason, like a criminal.",-4,"Trust A","Trust A - Q1",665,-0.772
"586","sl","Staff","Staffing levels","Apart from providing all staff with a decent wage and employing more excellent staff to reduce the waiting list, nothing at all.",-2,"Trust A","Trust A - Q1",666,0.611
"587","ca","Care received","Activities","More activities on the ward.",-2,"Trust A","Trust A - Q1",667,0
"588","sa","Staff","Attitude Of Staff","The male staff are horrible. One shouts at me all the time, and makes me cry in my bed. Please employ more understanding female healthcare, one laughs when your in distress.",-4,"Trust A","Trust A - Q1",668,-0.67
"589","ap","Access","Provision of services","The team wider than my care coordinator/adjacent services such as City Crisis Team, are not accessible to me because of my communication needs. There aren't enough medics/non-medical prescribers available to always get meds prescribed as quickly as needed/have reviews. It is always a locum psychiatrist. We never have a psychiatrist that is staying with the team long term.",-4,"Trust A","Trust A - Q1",669,-0.226
"590","dp","Dignity","Involvement: Of Service Users/Patients","A lot. Actually tell patients what decisions you're making for them. Put patients under correct teams to begin with. Communication needs to be improved considerably.",-4,"Trust A","Trust A - Q1",670,0.477
"591","tc","Transition/coordination","Consistency/Continuity of care","I found this service to be useless and of no help at all. There needs to be more consistency, and not give patients mixed messages. I don't understand what the role of this team is as nothing is made clear.",-4,"Trust A","Trust A - Q1",671,-0.738
"592","mm","Communication","Communication","Improve communication. It's either all or nothing. Don't feel understood especially when experiencing a low time. Doesn't feel like staff truly understand. Quick to discharge rather than work with patient at a speed suitable to them. Just felt like a number not a human being.",-4,"Trust A","Trust A - Q1",672,0.659
"593","wb","Access","Time spent waiting between appointments","I'm still unsure to what I have wrong with me, and I have a 6 month waiting list to take the next step, which is disappointing.",-3,"Trust A","Trust A - Q1",673,-0.807
"594","ca","Care received","Activities","The ward could have been a little more tidy, and I would have liked a volunteer to do the activities on the ward. The food on the ward was disappointing and I wasn't able to eat it sometimes, and staff that were serving me at meal times would get very unhappy if I'd said anything.",-3,"Trust A","Trust A - Q1",674,-0.541
"595","sa","Staff","Attitude Of Staff","Everything. Staff were rude didn't listen, not very helpful. Laughing at patients asking for help. Ignoring patients, closing the door on them to chat in the office.",-4,"Trust A","Trust A - Q1",676,-0.812
"596","xn","Couldn't be improved","Nothing to improve","Nothing, as we received an outstanding service.",3,"Trust A","Trust A - Q1",677,0.612
"597","cc","Care received","Care received","I felt as though sometimes my points were getting across properly, and they just assumed what I thought, and that they thought that all my problems could be solved by simply exercise etc.",-3,"Trust A","Trust A - Q1",678,-0.153
"598","cr","Care received","Rules/approach to care","I guess the only thing would be the crisis team actually introducing themselves as we are the crisis team and we are here to help, AND showing some proof. The ladies who came to speak to me didn't do that. Probably just a silly thing, but I did have to ask 'hmmmm, who are you' As I didn't want to invite two strangers into my home. Especially as I was feeling so vulnerable. Also I didn't get an estimate of when the crisis team would visit, so I was stuck at home, when I could have gone for a run to help my mental health. I do get that the nature of the job can mean long delays or earlier visits, but I'd prefer to have an estimate and have to wait overtime that just wait.",-4,"Trust A","Trust A - Q1",679,-0.905
"599","xn","Couldn't be improved","Nothing to improve","Nothing bad to say.",3,"Trust A","Trust A - Q1",680,0.431
"600","xn","Couldn't be improved","Nothing to improve","Nothing. It was great.",3,"Trust A","Trust A - Q1",681,-0.51
"601","wb","Access","Time spent waiting between appointments","I have treatment every 12 weeks, but sometimes have to wait 14 weeks.",-3,"Trust A","Trust A - Q1",682,0
"602","ep","Environment/ facilities","Parking/transport","Need more spaces for parking, was very stressful driving around for 30 minutes and still not getting a space, rang to say I didn't know what to do and got a rude receptionist that upset me before I even got in to see anyone!",-4,"Trust A","Trust A - Q1",683,-0.859
"603","dp","Dignity","Involvement: Of Service Users/Patients","More involvement in care and explaining treatment.",-3,"Trust A","Trust A - Q1",684,0.537
"604","wa","Access","Time spent waiting for first appt/referral/service","Wish there was a bit more support a few months back but things back on track now I hope.",-2,"Trust A","Trust A - Q1",685,0.772
"605","cm","Care received","Medication","I have struggled a few times in receiving my prescription on time leaving me having med withdrawal but other than that my Dr was amazing.",-2,"Trust A","Trust A - Q1",686,0.676
"606","cc","Care received","Care received","Stop letting people down.",-3,"Trust A","Trust A - Q1",687,-0.296
"607","wa","Access","Time spent waiting for first appt/referral/service","Waiting times can be long. It would be very helpful to have a clear diagnosis of what one is suffering from and have a written treatment plan.",-3,"Trust A","Trust A - Q1",688,0.38
"608","ap","Access","Provision of services","The duty team never do what they promise! I've had to pay private to get help.",-3,"Trust A","Trust A - Q1",689,0.598
"609","mm","Communication","Communication","Not explaining things along the way, if there's a long wait explain why if I can't leave explain. Communication!!!",-3,"Trust A","Trust A - Q1",690,0.256
"610","xf","Miscellaneous","Funding","More funding for mental health services.",-3,"Trust A","Trust A - Q1",691,0
"611","mm","Communication","Communication","Towards the end of the care when I think she felt that I didn't need the help as much and I didn't hear anything from her appointment wise.",-3,"Trust A","Trust A - Q1",692,0.618
"612","xn","Couldn't be improved","Nothing to improve","No I'm very happy.",3,"Trust A","Trust A - Q1",693,0.42
"613","ss","Staff","Staff: General","I have raised serious concerns over the professionalism of Thelma and very unhappy about her coming to do my treatment. Rude and exceptionally unprofessional and honestly, would rather take my chances with a HUS attack than have her back to do my infusion. The reason the majority of my scores were not 5",-4,"Trust A","Trust A - Q1",694,-0.841
"614","sa","Staff","Attitude Of Staff","The nurse who did my first apt was okay, but appeared to not believe everything I said.",-2,"Trust A","Trust A - Q1",695,0.115
"615","tc","Transition/coordination","Consistency/Continuity of care","You could do better by not getting the CPN who was removed for being verbally abusive from my care phoning me to offer support as the duty worker.",-3,"Trust A","Trust A - Q1",696,0.557
"616","ap","Access","Provision of services","One to one therapy, you lack the resources to provide the necessary services. You referred me to the people who referred me to you, that is just stupid.",-3,"Trust A","Trust A - Q1",697,-0.691
"617","aa","Access","General","It's very hard to get through to a doctor and waiting times between appointments are very long. There are not enough options if you are struggling and need help.",-3,"Trust A","Trust A - Q1",698,-0.201
"618","cc","Care received","Care received","I think regular appointments to check in with me would be better.",-2,"Trust A","Trust A - Q1",699,0.44
"619","mm","Communication","Communication","Duty team have failed to call me after request 3 that's why 4in last 6 months. Improve that.",-3,"Trust A","Trust A - Q1",700,-0.103
"620","ap","Access","Provision of services","Crisis team is excellent but the support disappears after discharge. Id like to see more proactive services to prevent reoccurrence and avoid crisis situation.",-3,"Trust A","Trust A - Q1",703,-0.168
"621","cc","Care received","Care received","I feel you let me down and I would like to know how to complain but I can't be arsed as I'm not worth it. thank you.",-4,"Trust A","Trust A - Q1",704,-0.567
"622","sa","Staff","Attitude Of Staff","The crisis team could be improved a lot and be far less invalidating and belittling.",-4,"Trust A","Trust A - Q1",705,-0.25
"623","sa","Staff","Attitude Of Staff","As previously stated your incompetence, lack of accountability and blatant disregard for my well being has been detrimental to my recovery. I had to make a complaint and still am yet to receive any further care. Your service is a joke.",-4,"Trust A","Trust A - Q1",706,-0.34
"624","cc","Care received","Care received","Professor Morris is reasonable but other experience left a lot to be desired",-4,"Trust A","Trust A - Q1",707,0.392
"625","cr","Care received","Rules/approach to care","More structure to the treatment is needed and different techniques need to be offered to tackle my issues.",-3,"Trust A","Trust A - Q1",708,0
"626","xn","Couldn't be improved","Nothing to improve","Not really.",3,"Trust A","Trust A - Q1",709,0
"627","tc","Transition/coordination","Consistency/Continuity of care","I struggle to ask for help so haven't spoken to anyone for ages as Jen is off sick.",-2,"Trust A","Trust A - Q1",710,-0.44
"628","ss","Staff","Staff: General","Reception staff not very helpful.",-2,"Trust A","Trust A - Q1",711,-0.371
"629","sa","Staff","Attitude Of Staff","Don't laugh at me when I am trying to tell you something distressing and personal.",-4,"Trust A","Trust A - Q1",712,-0.683
"630","sp","Staff","Professionalism/Competence Of Staff","Hung the phone up on me when I was in crisis because I said I was going to take an overdose. Useless service to be honest.",-4,"Trust A","Trust A - Q1",713,-0.557
"631","xe","Miscellaneous","Everything was good/bad","Nothing",-3,"Trust A","Trust A - Q1",714,0
"632","xn","Couldn't be improved","Nothing to improve","Nothing, everything was really good.",3,"Trust A","Trust A - Q1",715,0.493
"633","xn","Couldn't be improved","Nothing to improve","Just keep doing what your doing.",3,"Trust A","Trust A - Q1",717,0
"634","ml","Communication","Listening","Listening to my views such as my concerns.",-3,"Trust A","Trust A - Q1",719,0
"635","eq","Environment/ facilities","Facilities/equipment","Seclusion lacks natural light and no en-suite room where patients can get a shower with dignity.",-3,"Trust A","Trust A - Q1",720,0.459
"636","cr","Care received","Rules/approach to care","Improve the seclusion rooms, there to old fashioned.  You can't was, use the shower.  There's no TV, no music, to stimulate your mind.",-3,"Trust A","Trust A - Q1",721,0.69
"637","dd","Dignity","Dignity: General","Be more diverse.",-1,"Trust A","Trust A - Q1",722,0
"638","co","Care received","1-2-1 care/Time spent with service user","Talk more to patients, less inconsistency.",-3,"Trust A","Trust A - Q1",724,0
"639","ca","Care received","Activities","Give us more things to do.",-3,"Trust A","Trust A - Q1",725,0
"640","mi","Communication","Amount/clarity of information","I think that the services such as the service that I'm currently in could explain my pathway in regards of moving forwards in more detail i.e. explaining to me what goals and aims I need to do to achieve these aims and goals to move on.",-3,"Trust A","Trust A - Q1",726,0
"641","ml","Communication","Listening","Some they can listen to patient a lot more if they there. Can hapas to more one.",-3,"Trust A","Trust A - Q1",727,0
"642","mm","Communication","Communication","Have more communication between staff and patients.",-2,"Trust A","Trust A - Q1",728,0
"643","sl","Staff","Staffing levels","Not many carings at the moment.",-2,"Trust A","Trust A - Q1",729,0
"644","tc","Transition/coordination","Consistency/Continuity of care","Have regular staff on ward.  It's difficult with people we don't know.",-3,"Trust A","Trust A - Q1",731,-0.361
"645","tc","Transition/coordination","Consistency/Continuity of care","Regular staff. 
Regular Doctor. 
Staff not trusting me and make me wait for longer too get things back.",-4,"Trust A","Trust A - Q1",733,-0.309
"646","mi","Communication","Amount/clarity of information","My relative would be told they would get a phone call on several occasions, and often didn't. Even though they don't work, it increased their anxiety waiting in all day for calls that never came. If you say you will call then please do. They found it hard to keep up with conversations, when they did receive contact as plans changed throughout the call.  Make sure patients understand what has been discussed, rather than bombard them with plans and information.",-2,"Trust A","Trust A - Q1",734,0.174
"647","sp","Staff","Professionalism/Competence Of Staff","Flirtatious female staff; they spend more time around male staff, than focusing on patient care. Don't go to this ward, as they employ unprofessional female healthcare.",-3,"Trust A","Trust A - Q1",735,0.103
"648","wb","Access","Time spent waiting between appointments","If you arrange a telephone appointment, please make sure you ring. I may not work, but I don't want to be waiting all day, or sometimes all week, for a pre-arranged appointment, that doesn't happen. This sadly is a frequent occurrence. Be clear on the phone about my treatment plan. Throughout call plans and methods change, so by the end of the call I am left feeling confused about what is happening. I find it exhausting, and end up being discharged far too early, and then re referred in a worse state.",-4,"Trust A","Trust A - Q1",736,-0.304
"649","cr","Care received","Rules/approach to care","Not make it such hard work, and confusing when working with patients. Improve communication with patients; for example make sure you ring us for appointments, when you have booked them.",-3,"Trust A","Trust A - Q1",737,0.44
"650","ti","Transition/coordination","Coordination/Integration Of Care","The stroke team should have been engaged from the hospital before I was discharged, so the support and rehabilitation could have commenced from me getting back home.",-3,"Trust A","Trust A - Q1",738,0.689
"651","ml","Communication","Listening","No one listens and no one cares. Usually when I have had operations at park house in the past, the after care as been excellent, and the staff extremely helpful. I had a big toe fusion in April and I have had problems with it. Mainly pain. Last week I saw Mark and James and they advised if I was having problems to ring in and I could have an appointment, but instead I spoke to a new person/consultant, who didn't know me or my case, and just gave me some basic advice. She wasn't very sympathetic and I came off the phone really upset. My foot is extremely painful and sore to walk on, but instead I have to put up with it!!!! I am not happy this is not the service I expect from podiatric services. This is the first time I have to complain. I feel I am not being listened to and promise a PN appointment I get someone I don't know. If it's ok for her to give every day advice, but I want someone to be sympathetic, someone who cares when I say my foot is sore and painful to walk on.",-3,"Trust A","Trust A - Q1",739,-0.958
"652","cc","Care received","Care received","I have foot surgery in April and I have been having problems over since.  I was told by James and Mark last week I could ring in to ask for an appointment which I did this morning   A lady rang me back, someone who I don't know   I explained that I was having problems with my poorly foot.  She listened   I explained I having problems with my foot putting my foot in my trainer   I said I was doing everything that the clinic had suggested but my foot is still painful, tender sore and swollen. Of course I am taking pain relief and using icing and resting. I found whoever I spoke to to be patronising and uncaring etc. I am having problems. I am crying with everything that is happening with my foot. Accordning to Mark and James I could have an appointment, but this woman would not offer me one. Not impressed. Up to now the small podiatric team have been wonderful, making me and others feel like they were not a problem. I came off the phone in teas. I though this department cared, were helpful, were wonderful, but so far Mr [name redacted] retired and you have taken on several more people who do not care/are not sympathetic. Make me feel I am being a pain. I am not happy and therefore with a sad heart I will be taking this further. What happened?",-3,"Trust A","Trust A - Q1",740,-0.823
"653","cc","Care received","Care received","EVERYTHING!!! I don't know how many times I rang them and relayed information that my child, who has self harm history, wanted to die and all I got was see the GP, we can't help, we don't do this we don't do that. 6 hours sleep in 16 days, obsessive thoughts about death, cutting, and god knows what else. This service is absolutely terrible!!",-3,"Trust A","Trust A - Q1",741,-0.961
"654","xn","Couldn't be improved","Nothing to improve","Nothing.",3,"Trust A","Trust A - Q1",742,0
"655","cr","Care received","Rules/approach to care","Didn't have any spare time to talk and listen how UPSET AND UNHAPPY I WAS.  [Redacted] dealt with me matter-of-factly. [Redacted] didn't have time afterwards to speak to me. Neither of them did anything to reassure me, not even offering me a tissue when I cried. [Redacted] wouldn't list me for another operation to reverse the operation I had in April. In their eyes I was okay, but it isn't them who has shooting pains in and around my toe joint. Throbbing pain across my toes, pains in my foot. How do they know what I am going through with my foot. They haven't had the operation. Extremely disappointed with the aftercare I have received from the podiatric service this time. Usually in the past I have found them helpful, kind, have time for their patients. But no. I had 25 minutes and nor more. What's happened? I felt I was a pain. According to [Redacted] and [Redacted] I need to get in with living with an operation foot. This is the fifth time I have complained within a week. Not happy at all. [Redacted] just signed me off from work and my employer could deal with having no childcare etc. It seems like [Redacted] has a new job and he has suddenly become high and mighty and the patients are just robots to him. They have no feelings, no pain and they need to get on with their life because [Redacted] says so. Not impressed again.",-2,"Trust A","Trust A - Q1",744,-0.976
"656","dp","Dignity","Involvement: Of Service Users/Patients","So let down. I understand the pandemic has disrupted services but this shouldn't alter the amount of group therapy given. Using the pandemic as an excuse to cut out months at the end of my group therapy because you thought I needed support then rather than later, is unacceptable. I wasn't given the option to make the decision for myself in my care. I had no choice I had to take the phone calls. If I had the choice I would've waited for group therapy to start rather than having to take one to one phone calls, as part of my group therapy time scale. If I was told that those phone calls would be taken off the end of my group therapy, and if I was given the choice I would've waited for group to start. Those phone calls really should've been classed as support calls rather than group MBT. I have waited years for this personalised therapy, I only get one chance in my lifetime to access it. Yet you have cut my time short by months. I now have to sit in group therapy listening to my therapist say to the new starters that they will have a ""full year of group therapy to explore their difficulties."" Hearing those words was like a dagger to my heart. You chose to end my therapy on fri 13th, the most unlucky day of the year. Also 3 days before my birthday. I also found out that I'm the first person to leave the group even though we all started together. Do you know how that all feels? Obviously no, thought has gone in to thinking about the individual, me. How all this would make me feel. I was also told I was going to get an Autism assessment. I've not heard anything so I guess this is no longer going ahead. I was told this assessment would help see if I have Autism or other mental health disorders, as it is looking like I have more than BPD. Now I feel all this research has stopped because of how soon you are making me leave, as there is not enough time now. I had high hopes for getting the treatment time needed but you didn't give it me. You can't alter treatment because of a pandemic especially when this treatment is a one off access. I understand that the pandemic put a hold on things that's fine, but to take away group therapy time is unacceptable.",-4,"Trust A","Trust A - Q1",745,0.593
